X,Y,OBJECTID,Business_Category,Business_Name,Address,City,Zip
-13124069.6671465,4027134.67621235,2738,Public Eating,"Cocohodo RH, Inc.",18720 Colima Road,Rowland Heights,91748
-13133006.3052542,4026175.70293791,2739,Public Eating,COCOIN KITCHEN INC,3180 Colima Road,Hacienda Heights,91745
-13125250.7938225,4027108.67266492,2740,Public Eating,"Colima Rowland Heights, Inc.",1731 Fullerton Road,Rowland Heights,91748
-13184477.7544395,4025861.56727369,2741,Public Eating,"Cookie Monsters Marina del Rey, Inc",4774 Admiralty Way,Marina Del Rey,90292
-13198054.0880954,4085003.8753509,2742,Public Eating,"Cortez Momentum, LLC",24303 Town Center Drive,Valencia,91355
-13224437.4908356,4049272.16840855,2743,Public Eating,Costco Wholesale Corporation,5700 Lindero Canyon Road,Westlake Village,91362
-13187796.5668937,4084716.28267102,2744,Public Eating,Cotti Foods California,19018 Soledad Canyon Road,Canyon Country,91351
-13204978.5792952,4095751.49941564,2745,Public Eating,"Cotti Foods California, Inc",31810 Castaic Road,Castaic,91384
-13149305.6639476,4053749.88033657,2746,Public Eating,COUNTRY CLUB                  ,2290   COUNTRY CLUB DR   ,ALTADENA               ,91001
-13128310.5424782,4027226.90127912,2747,Public Eating,COURTYARD MNGT,1905 S Azusa Avenue,Hacienda Heights,91745
-13128400.5205084,4027503.22914992,2748,Public Eating,Cowboy Cafe,17110 Colima Road,Hacienda Heights,91745
-13196537.2189524,4085524.04136397,2749,Public Eating,COZY TEA AND JUICE,23360 Valencia Boulevard,Valencia,91355
-13197065.0136143,4082940.11708144,2750,Public Eating,Crazy Abalone Inc,25870 McBean Parkway,Valencia,91355
,,2751,Public Eating,"Crazy Four Santa Clarita, Inc.",19137 Golden Valley Road,Canyon Country,91387
-13198336.785239,4085406.44742349,2752,Public Eating,"Crazy Four Valencia, Inc",27021 McBean Parkway,Valencia,91355
-13187128.3380418,4083764.53586358,2753,Public Eating,"Crazy Hot Chicken, Inc.",27125 Sierra Highway,Canyon Country,91351
-13175696.2513331,4027248.64909481,2754,Public Eating,"Crème Brûlée LA, Llc",4720 W Slauson Avenue,Los Angeles,90056
-13212106.6595957,4033606.35360003,2755,Public Eating,Cross Creek Coffee Company,3835 Cross Creek Road,Malibu,90265
-13198615.8434902,4085499.39308768,2756,Public Eating,CRS Investment Group Inc,27015 McBean Parkway,Valencia,91355
-13224152.5380011,4048798.62057456,2757,Public Eating,Cube Innovation INC.,30734 Russell Ranch Road,Westlake Village,91362
-13191117.6447567,4085558.16177433,2758,Public Eating,CUBE RESTAURANT               ,20655   SOLEDAD CYN RD   ,Santa Clarita,91351
-13191117.6447567,4085558.16177433,2759,Public Eating,Cube Restaurant,20655 Soledad Canyon Road ,Santa Clartia,91357
-13121002.2693065,4043076.10904704,2760,Public Eating,Cue Time Family Billiards & Deli,19706 W Arrow Highway,Covina,91724
-13197791.11208,4084732.5989129,2761,Public Eating,Culver Food Inc,24201 Valencia Boulevard,Valencia,91355
-13188681.8217421,4084867.15153296,2762,Public Eating,Cunchy's Fruit LLC,27219 Camp Plenty Road,Canyon Country,91351
-13186929.1042102,4084848.1095789,2763,Public Eating,"D.D.R. PIZZA, INC.",18635 Soledad Canyon Road,Canyon Country,91351
-13196011.9169947,4080009.30280959,2764,Public Eating,"D.D.R. PIZZA, INC.",23329 Lyons Avenue,Valencia,91355
-13199252.7823517,4080304.61193692,2765,Public Eating,"D.D.R. PIZZA, INC.",25450 The Old Road,Stevenson Ranch,91381
-13192063.5238771,4084497.89160175,2766,Public Eating,"D.D.R. PIZZA, INC.",26471 Carl Boyer Drive,Santa Clarita,91350
-13198334.9501266,4087495.18024498,2767,Public Eating,"D.D.R. PIZZA, INC.",27530 Newhall Ranch Road,Valencia,91355
-13192241.2958994,4088729.26371889,2768,Public Eating,"D.D.R. PIZZA, INC.",27737 Bouquet Canyon Road,Santa Clarita,91350
-13204903.8147569,4095575.228572,2769,Public Eating,"D.D.R. PIZZA, INC.",31744 Castaic Road,Castaic,91384
-13186929.1042102,4084848.1095789,2770,Public Eating,D.D.R.PIZZA INC.,18635 Soledad Canyon Road,Canyon Country,91351
-13196011.9169947,4080009.30280959,2771,Public Eating,D.D.R.PIZZA INC.,23329 Lyons Avenue,Valencia,91355
-13199252.7823517,4080304.61193692,2772,Public Eating,D.D.R.PIZZA INC.,25450 The Old Road,Stevenson Ranch,91381
-13198334.9501266,4087495.18024498,2773,Public Eating,D.D.R.PIZZA INC.,27530 Newhall Ranch Road,Valencia,91355
-13204903.8147569,4095575.228572,2774,Public Eating,D.D.R.PIZZA INC.,31744 Castaic Road,Castaic,91384
-13166130.166314,4027420.37651397,2775,Public Eating,D_Pasadita L.L.C.,112 E 58Th Street,Los Angeles,90011
-13152963.3537489,4032425.52885948,2776,Public Eating,Daddy's Donuts,500 S Atlantic Boulevard,Los Angeles,90022
-13123522.863134,4028182.37041729,2777,Public Eating,DADREAM INC,18902 Gale Avenue,Rowland Heights,91748
-13225812.5711948,4031668.46460435,2778,Public Eating,D'Amore's of Point Dume inc,29169 Heathercliff Road,Malibu,90265
-13209933.9170372,4034194.96576627,2779,Public Eating,D'AMORES PIZZA OF CARBON BEACH,22601 Pacific Coast Highway,Malibu,90265
-13225812.5711948,4031668.46460435,2780,Public Eating,D'AMORES PIZZA OF CARBON BEACH,29169 Heathercliff Road,Malibu,90265
-13125343.4435214,4027229.17487712,2781,Public Eating,Dang Good Scoop Shop LLC,18220 Colima Road,Rowland Heights,91748
-13140078.5829422,4018164.3072875,2782,Public Eating,"Dangsakul, Aungkana",13739 Leffingwell Road,Whittier,90605
-13186552.1288453,4084999.45384902,2783,Public Eating,Dasom Family Dining LLC,18545 Soledad Canyon Road,Canyon Country,91351
-13196195.8046346,4079792.24764033,2784,Public Eating,Davin,23426 Lyons Avenue,Newhall,91321
-13192241.2958994,4088729.26371889,2785,Public Eating,DDR PIZZA INC,27737 Bouquet Canyon Road,Santa Clarita,91350
-13127319.7214992,4027486.33344262,2786,Public Eating,dean by dean noodles,17490 Colima Road,Rowland Heights,91748
-13175344.6329485,4047136.30041882,2787,Public Eating,Deccan Investments Inc,1000 Universal Center Drive,Universal City,91608
-13185360.8046143,4024956.80679607,2788,Public Eating,Del Rey Restaurant,13813 Fiji Way,Marina Del Rey,90292
-13132145.952775,4028220.98467107,2789,Public Eating,Del Sol Kitchen,2124  ,Hacienda Heights,91745
-13132145.952775,4028220.98467107,2790,Public Eating,DEL SOL KITCHEN LLC,2124 S HACIENDA Boulevard,Hacienda Heights,91745
-13124136.9077129,4027094.22203208,2791,Public Eating,Deli Best INC,1722 Desire Avenue,Rowland Heights,91748
-13116398.0101317,4111048.32760417,2792,Public Eating,Delicias Salvadorenas,40112 170th Street,Palmdale,93591
-13199861.2921623,4088457.76096947,2793,Public Eating,"Delicrepissima, LLC",28166 Newhall Ranch Road,Valencia,91355
-13198873.5878534,4079724.65890735,2794,Public Eating,DENNY'S #7968                 ,25341   CHIQUELLA LANE   ,STEVENSON RANCH        ,91381
-13198873.5878534,4079724.65890735,2795,Public Eating,DENNY'S #7968,25341 Chiquella Lane,Stevenson Ranch,91381
-13132856.8449144,4101912.44844068,2796,Public Eating,"DerNercessian, Kiror",8714 E Avenue T ,Littlerock,93543
-13157271.4328631,4015990.01180259,2797,Public Eating,Discoteca Tropical,12914 S Atlantic Avenue,Compton,90221
-13133578.2581286,4098714.9725402,2798,Public Eating,DJ'S BURGERS II               ,8314   PEARBLOSSOM HWY   ,Littlerock,93543
-13116239.7509015,4111843.18207644,2799,Public Eating,Djs restaurant & grill inc,17116 E Avenue O ,Palmdale,93591
-13133578.2581286,4098714.9725402,2800,Public Eating,DJ'S Restaurant & Grill Inc,8314 Pearblossom Highway,Littlerock,93543
-13123096.6352415,4029991.87998599,2801,Public Eating,DL United Inc.,19030 La Puente Drive,West Covina,91792
-13200013.4062142,4088124.43772097,2802,Public Eating,DMGA GROUP,28253 Newhall Ranch Road,Valencia,91355
-13146923.8578014,4051559.54528004,2803,Public Eating,Domenicos Italian Kitchen Inc,2409 E Washington Boulevard,Pasadena,91104
-13197683.6483909,4079706.25053593,2804,Public Eating,DON CUCO MEXICO RESTAURANT    ,24130   LYONS AVE      ,Newhall,91321
-13197683.6483909,4079706.25053593,2805,Public Eating,DON CUCO MEXICO RESTAURANT,24130 Lyons Avenue,Newhall,91321
-13123336.3922323,4026922.95623398,2806,Public Eating,DONGBU DDUK CO,1742 S Nogales Street,Rowland Heights,91748
-13186669.3503841,4084934.64562659,2807,Public Eating,Donut Inn & More enterprises,18579 Soledad Canyon Road,Canyon Country,91351
-13143880.5589079,4045355.16198662,2808,Public Eating,donut king 1,6909 Rosemead Boulevard,San Gabriel,91775
-13151582.2923216,4031157.95442431,2809,Public Eating,Dos Aguilas Bakery,5945 Whittier Boulevard,Los Angeles,90022
-13140608.1860178,4020606.14792181,2810,Public Eating,Douglas Drive In #17,13475 Telegraph Road,Whittier,90605
-13124937.6807725,4027123.68028955,2811,Public Eating,DP DELI LLC,18414 Colima Road,Rowland Heights,91748
-13122850.4205266,4027043.66349903,2812,Public Eating,Dragonfly Tea Bar LLC,19208 Colima Road,Rowland Heights,91748
-13176491.1850142,4027191.91116354,2813,Public Eating,DRNKQWENCH WATERIDGE          ,5035   W SLAUSON AVE.    ,Los Angeles,90056
-13168929.6270453,4006273.50286333,2814,Public Eating,DRS EATERIES LLC,1255 W Carson Street,Torrance,90502
-13124833.6321579,4027908.42052274,2815,Public Eating,duke bakery inc,1370 Fullerton Road,Rowland Heights,91748
,,2816,Public Eating,DULCES DE MEXICO,24046 Newhall Avenue,Newhall,91321
-13187686.3816778,4083367.01171702,2817,Public Eating,DunKenzKat Corp.,26865 Sierra Highway,Newhall,91321
-13186425.8252843,4084830.62266923,2818,Public Eating,DY GLORY INC,27592 Sierra Highway,Canyon Country,91351
-13151413.6175572,4053173.98341181,2819,Public Eating,EAGLES HALL                   ,455   E WOODBURY RD     ,ALTADENA               ,91001
-13154512.317148,4034225.09259017,2820,Public Eating,East los tacos,4500 Cesar E Chavez Avenue,Los Angeles,90022
-13124969.5773437,4027203.17045968,2821,Public Eating,east town fried chicken inc.,18406 Colima Road,Rowland Heights,91748
-13123529.575901,4027841.41022427,2822,Public Eating,EASTERN CRYSTAL INVESTMENT LLC,18938 Labin Court,Rowland Heights,91748
-13123583.8557288,4027761.7243073,2823,Public Eating,Eat Joy food,18888 Labin Court,Rowland Heights,91748
-13166675.4110106,4014164.52923219,2824,Public Eating,EATALIAN                      ,15500  S BROADWAY STREET   ,GARDENA                ,90248
,,2825,Public Eating,EB Bakery Thousand Oaks,30768 Russell Ranch Road,Westlake Village,91362
-13124047.0854343,4027046.71478884,2826,Public Eating,Ebenezer Sijaya Inc.,18722 Colima Road,Rowland Heights,91748
-13198219.688253,4085155.45129913,2827,Public Eating,"Edwards Theatre, Inc.",24435 Town Center Drive,Valencia,91355
-13142277.7813906,4026963.1178294,2828,Public Eating,EL ATACOR TAQUERIA EL ATACOR #3,11156 Whittier Boulevard,Whittier,90606
-13153189.5350908,4033264.86321676,2829,Public Eating,El Capiro Club,5050 E 3rd Street,Los Angeles,90022
-13152458.7386024,4053250.58206287,2830,Public Eating,El Caporal Mexican Food Inc,2100 N Fair Oaks Avenue,Altadena,91001
,,2831,Public Eating,EL CAPORAL MEXICAN FOOD INC.  ,2100   FAIR OAKS AVE    ,ALTADENA               ,90019
-13130915.7293572,4030001.87736617,2832,Public Eating,EL CORTIDO                    ,16048  E GALE AVE      ,Hacienda Heights,91745
-13139846.6474161,4018161.62380592,2833,Public Eating,El Divino Salvador del mundo,13800 Leffingwell Road,Whittier,90605
-13154418.918515,4034284.32846172,2834,Public Eating,El G. G. Inc,4533 Cesar E Chavez Avenue,Los Angeles,90022
-13146036.653691,4034544.04031524,2835,Public Eating,El gran patron Mexican restaurant,8131 Arroyo Drive,Rosemead,91770
-13162723.4957635,4023425.98591835,2836,Public Eating,El Latino Alegre,1710 Firestone Boulevard,Los Angeles,90001
-13140498.5631569,4020557.11287534,2837,Public Eating,EL MANANTIAL JUICE BAR,13509 Telegraph Road,Whittier,90605
-13164220.8640746,4027040.68036161,2838,Public Eating,EL NAVEGANTE                  ,5900   S CENTRAL AVE     ,Los Angeles,90001
-13162744.4373887,4023426.00536885,2839,Public Eating,El Paraiso,1700 E Firestone Boulevard,Los Angeles,90001
-13194597.0316914,4079963.48608727,2840,Public Eating,"El Pariente Mexican Food, Inc",24375 Main Street,Newhall,91321
,,2841,Public Eating,El Pariente Restaurant Inc,24042 Newhall Avenue,Newhall,91321
-13195243.6675148,4079929.51341796,2842,Public Eating,El Pato llc,22950 Lyons Avenue,Newhall,91321
-13150344.6360943,4054293.72981502,2843,Public Eating,EL PATRON MEXICAN FOOD RESTAURANT CORP,2555 Lake Avenue,Altadena,91001
-13198837.8896658,4079972.8336112,2844,Public Eating,EL POLLO LOCO # 5923          ,24805   PICO CANYON ROAD  ,STEVENSON RANCH        ,91381
-13153406.0121272,4030968.83884447,2845,Public Eating,EL POLLO LOCO INC,5160 E Olympic Boulevard,Los Angeles,90022
-13187414.483087,4083291.3801337,2846,Public Eating,EL POLLO RESTAURANT #5978     ,26930   SIERRA HWY     ,Newhall,91321
-13174986.6532016,4020410.4807161,2847,Public Eating,EL REY DE MICHOACAN ICE CREAM CO,10823 Hawthorne Boulevard,Inglewood,90304
-13163192.1106504,4025438.79433425,2848,Public Eating,El Señor Taco,1517 E Florence Avenue,Los Angeles,90001
-13194592.6678482,4080010.78517773,2849,Public Eating,El Taco Llama Newhall,24374 Main Street,Newhall,91321
-13168193.6859493,4019846.82227321,2850,Public Eating,Elephant 21 Inc,11175 S Vermont Avenue,Los Angeles,90044
-13168193.6859493,4019846.82227321,2851,Public Eating,ELEPHANT 21 INC.              ,11175  S VERMONT AVE     ,Los Angeles,90044
-13224282.0313249,4048676.98061765,2852,Public Eating,Eleven Oh One,30760 Russell Ranch Road,Westlake Village,91362
-13123529.575901,4027841.41022427,2853,Public Eating,Elite Trade Network LLC,18938 Labin Court,Rowland Heights,91748
-13156400.960418,4034220.5491951,2854,Public Eating,Evalo Corp,3630 E Cesar E Chavez Avenue,Los Angeles,90063
-13153501.5569415,4053732.20171192,2855,Public Eating,Everson Royce LLC,2311 N Lincoln Avenue,Altadena,91001
-13131312.4405407,4030127.9961923,2856,Public Eating,"Exceptional Taste Unlimited, Inc",15914 E Gale Avenue,Hacienda Heights,91745
-13186562.3936767,4084798.52528678,2857,Public Eating,FAM. A. BENITEZ INC,18520 Soledad Canyon Road,Canyon Country,91351
-13124875.3682881,4027198.49455221,2858,Public Eating,FANG KEE NOODLES INC,18438 Colima Road,Rowland Heights,91748
,,2859,Public Eating,"Far West Restaurant Group, LLC",15300 D S Figueroa Street,Gardena,90248
-13168206.6878269,4003471.40889836,2860,Public Eating,Farah Inc.,961 W Sepulveda Boulevard,Torrance,90502
-13194396.4622257,4079539.34745402,2861,Public Eating,Fernando Gonzalez,24225 Main Street,Newhall,91321
-13152476.0590605,4032921.39357166,2862,Public Eating,FIESTA MEXICANA SPORTS BAR    ,5309   E BEVERLY BLVD    ,Los Angeles,90022
-13224263.0914063,4048592.88252833,2863,Public Eating,Figueroa Mountain Entertainment LLC,30770 Russell Ranch Road,Westlake Village,91362
-13199412.3851549,4080934.52706322,2864,Public Eating,FINNEYS USA OPERATIONS LLC,25636 The Old Road,Stevenson Ranch,91381
,,2865,Public Eating,"Fire Island Grill, LLC",19335 Plum Canyon Road,Santa Clarita,91350
-13136272.7125655,4043684.11550322,2866,Public Eating,Fish & Shrimp House Inc,4488 E Live Oak Avenue,Arcadia,91006
-13224920.8099185,4049169.01634944,2867,Public Eating,Fishlover's Westlake LLC,30970 Russell Ranch Road,Westlake Village,91362
-13168988.4358523,4007640.44324624,2868,Public Eating,Flame Kitchen and Bar LLC,20720 Normandie Avenue,Torrance,90502
-13164067.8852132,4015709.47420147,2869,Public Eating,FLAVOURS,1138 E ROSECRANS #B Avenue,Los Angeles,90059
-13163839.1429024,4025388.24530758,2870,Public Eating,FLORENCE DONUTS               ,1242   E FLORENCE AVE    ,Los Angeles,90001
-13163839.1429024,4025388.24530758,2871,Public Eating,FLORENCE DONUTS,1242 E Florence Avenue,Los Angeles,90001
-13175975.0589659,4016211.19154788,2872,Public Eating,FLR1950 INC.,13763 S Inglewood Avenue,Hawthorne,90250
-13197791.11208,4084732.5989129,2873,Public Eating,FM RESTAURANT SIGNATURE OPCO LLC,24201 Valencia Boulevard,Valencia,91355
,,2874,Public Eating,FM Restaurants El Torito OPCO,13715 Fiji Way,Marina Del Rey,90292
-13191117.6447567,4085558.16177433,2875,Public Eating,Foster's Donuts,20655 Soledad Canyon Road,Canyon Country,91351
-13138542.8910852,4018796.711987,2876,Public Eating,Fotini Kitsios,14362 Telegraph Road,Whittier,90604
-13131942.8202617,4028304.6600444,2877,Public Eating,FOUR SEA RESTAURANT           ,2020   S HACIENDA BL     ,Hacienda Heights,91745
,,2878,Public Eating,FOUR SEASONS HOTEL WESTLAKE   ,TWO    DOLE DRIVE     ,Westlake Village,91362
-13150315.2665804,4053836.81438094,2879,Public Eating,FOX'S RESTAURANT              ,2352   N LAKE AVE      ,ALTADENA               ,91001
,,2880,Public Eating,Fragrant Jerky & BBQ,1744 D S Nogales Street,Rowland Heights,91748
-13131581.2349404,4034917.87827181,2881,Public Eating,Francisco Ramirez,915 N Sunset Avenue,La Puente,91744
-13195422.9212903,4086436.99334614,2882,Public Eating,Fransiskus Kam,26541 Bouquet Canyon Road,Santa Clarita,91350
-13151413.6175572,4053173.98341181,2883,Public Eating,FRATERNAL ORDER OF EAGLES,455 E Woodbury Road,Altadena,91001
-13184638.6596576,4026010.13906287,2884,Public Eating,Fresh Brothers,4722 1/2 Admiralty Way,Marina Del Rey,90292
-13135605.6382796,4034129.80180448,2885,Public Eating,Fresh Donuts & Coffee,560 Workman Mill Road,La Puente,91746
-13161997.8997468,4058664.04007676,2886,Public Eating,"Fresh Food Craft, Inc",2637 Foothill Boulevard,La Crescenta,91214
-13143723.0022514,4048490.264709,2887,Public Eating,Fresh Mountains LLC,3735 E Colorado Boulevard,Pasadena,91107
-13168955.7480268,4001725.03822745,2888,Public Eating,Frozen Spoon Inc.,1219 W Lomita Boulevard,Harbor City,90710
-13131942.8202617,4028304.6600444,2889,Public Eating,Fuchsia Foods Inc.,2020 S Hacienda Boulevard,Hacienda Heights,91745
-13170112.8180674,4030496.55734725,2890,Public Eating,FUEGOS LA LLC,3957 S Western Avenue,Los Angeles,90062
-13156728.6002566,4031309.4832517,2891,Public Eating,Fuente De Vida,4004 E Olympic Boulevard,Los Angeles,90023
-13125240.6030783,4027322.43136158,2892,Public Eating,Fulima Inc,18253 Colima Road,Rowland Heights,91748
,,2893,Public Eating,GANTRY CAPITAL LLC,17416 A Colima Road,Rowland Heights,91748
-13194716.3361475,4079994.01902375,2894,Public Eating,"Garcia, Estela & Adrian Joven",24400 Walnut Street,Newhall,91321
-13172076.5772014,4013845.49463532,2895,Public Eating,GARDENA BAJA SURF & TURF,15619 Crenshaw Boulevard,Gardena,90249
-13163331.5031203,4025439.53390364,2896,Public Eating,GAS INC,1457 E Florence Avenue,Los Angeles,90001
-13163331.5031203,4025439.53390364,2897,Public Eating,GASN INC,1457 E Florence Avenue,Los Angeles,90001
,,2898,Public Eating,GBJB corporation,18725 Via Princessa ,Canyon Country,91387
,,2899,Public Eating,GIBT,19735 B Colima Road,Rowland Heights,91748
-13160797.8711149,4024462.64320735,2900,Public Eating,Gloria's Restaurant Inc,7823 Pacific Boulevard,Huntington Park,90255
-13198407.5423587,4085460.36389106,2901,Public Eating,"GMRI, Inc.",27003 McBean Parkway,Valencia,91355
-13187169.4033126,4084616.26120388,2902,Public Eating,GMSC INC,18744 Soledad Canyon Road,Canyon Country,91351
-13204654.2288246,4095108.09752039,2903,Public Eating,GOLD CASTAIC LLC,31565 Castaic Road,Castaic,91384
,,2904,Public Eating,Golden 85 Investments LLC,17170 A Colima Road,Hacienda Heights,91745
-13174959.6852991,4020102.63904704,2905,Public Eating,Golden Donuts,11051 Hawthorne Boulevard,Inglewood,90304
-13138932.1480497,4021040.17492975,2906,Public Eating,Golden ox 99,10060 Mills Avenue,Whittier,90604
-13183139.7965791,4086183.02557399,2907,Public Eating,GOLDEN WOK EXPRESS LLC,16668 Soledad Canyon Road,Canyon Country,91387
-13123088.5212088,4029991.44385796,2908,Public Eating,Goldmoon Holdings Group Inc,19032 La Puente Drive,West Covina,91792
-13200226.5632421,4083720.72758726,2909,Public Eating,GONZALEZ JUICE INC.,26810 THE OLD ROAD ,STEVENSON RANCH,91381
-13188426.4339909,4084636.72784761,2910,Public Eating,Good Eats Restaurant Group LLC,19358 Soledad Canyon Road,Canyon Country,91351
-13146990.6318038,4051559.49037577,2911,Public Eating,Good Food Bakery LLC,2379 E Washington Boulevard,Pasadena,91104
-13186312.4412936,4084800.43608904,2912,Public Eating,"GPL, Inc.",27576 Sierra Highway,Canyon Country,91351
-13196501.050136,4085243.10226826,2913,Public Eating,GREAT INDIAN KITCHEN INC,23460 Cinema Drive,Valencia,91355
-13196261.6858986,4085181.31078736,2914,Public Eating,Greeat,23310 Cinema Drive,Valencia,91355
,,2915,Public Eating,Grizzly Bearss Burgers,211 Sierra Hwy ,Acton,93510
-13132711.054571,4026151.29003265,2916,Public Eating,GRMM Corporation,3127 S Hacienda Boulevard,Hacienda Heights,91745
-13155583.609337,4036304.23197542,2917,Public Eating,Guadalupana Carniceria,4005 E City Terrace Drive,Los Angeles,90063
-13123532.8935642,4027277.08601385,2918,Public Eating,GUI GUI 92 INC,18981 Colima Road,Rowland Heights,91748
-13159807.6209034,4033183.96618026,2919,Public Eating,Guz Alliance,960 S Soto Street,Los Angeles,90023
-13198336.5037491,4085423.30100738,2920,Public Eating,H&N INDUSTRIES LLC,27025 McBean Parkway,Valencia,91355
,,2921,Public Eating,HABIT OF UCW                  ,1000   UNIVERSAL STUDIOS B ,Universal City,91605
-13131555.7930942,4030218.6429214,2922,Public Eating,Hacienda Eatery Inc,1104 S Hacienda Boulevard,Hacienda Heights,91745
-13188117.5313084,4081555.83352567,2923,Public Eating,Hafa Management Corp,19401 Golden Valley Road,Canyon Country,91387
-13157510.8035685,4095164.89172879,2924,Public Eating,HAFA MANAGEMENT CORP,3720 Sierra Highway,Acton,93510
-13157720.2420662,4095175.02025469,2925,Public Eating,HAFA MANAGEMENT CORP,3750 Sierra Highway,Acton,93510
,,2926,Public Eating,Hafa Management Corp,5049 Avenue ,Lancaster,93536
-13133354.6676328,4099032.89066767,2927,Public Eating,Hafa Management Corp.,8507 Pearblossom Highway,Littlerock,93543
-13180804.3287792,4091499.92867417,2928,Public Eating,HALFWAY HOUSE CAFE            ,15564   SIERRA HWY     ,Saugus,91390
-13197791.11208,4084732.5989129,2929,Public Eating,Hana Foods Corporation,24201 Valencia Boulevard,Valencia,91355
-13132268.1404734,4028219.86408956,2930,Public Eating,HAO JING SEAFOOD RESTAURANT INC,2111 S Hacienda Boulevard,Hacienda Heights,91745
-13223842.0743433,4049640.06379916,2931,Public Eating,Happo Dining Group,30819 Thousand Oaks Boulevard,Westlake Village,91362
-13153290.3114381,4031587.26100177,2932,Public Eating,HAPPY BAKERY INC              ,5165   WHITTIER BLVD    ,Los Angeles,90022
-13123299.9860326,4028409.96502577,2933,Public Eating,Happy Golden City,1015 S Nogales Street,Rowland Heights,91748
-13159992.0532407,4116225.20295158,2934,Public Eating,"HAPPY HOURS BAR & GRILL, INC  ",42142  W 50TH ST       ,Quartz Hill,93536
-13159992.0532407,4116225.20295158,2935,Public Eating,Happy Hours bar and Grill Inc.,42142 50th Street,Lancaster,93536
-13124875.3682881,4027198.49455221,2936,Public Eating,HAPPY LIN,18438 Colima Road,Rowland Heights,91748
-13195342.5006337,4086533.85906754,2937,Public Eating,Happy Panda Family LLC,26578 Bouquet Canyon Road,Santa Clarita,91350
-13123529.6658427,4028173.87048926,2938,Public Eating,Harvest Foods International Inc.,18900 Gale Avenue,Rowland Heights,91748
-13154314.8588586,4031213.82515891,2939,Public Eating,hazel meat market,4730 E Olympic Boulevard,Los Angeles,90022
-13125125.5626474,4027250.54251988,2940,Public Eating,Health & Living Kitchen,18337 Colima Road,Rowland Heights,91748
-13123392.6420812,4028268.83802794,2941,Public Eating,Heji Rice Noodle Room LLC,18930 Gale Avenue,Rowland Heights,91748
-13125410.2069553,4027222.30439426,2942,Public Eating,HengCheng LLC,18178 Colima Road,Rowland Heights,91748
-13224263.0914063,4048592.88252833,2943,Public Eating,HIBYE COFFE DOT CO LLC,30770 Russell Ranch Road,Westlake Village,91362
-13127319.7214992,4027486.33344262,2944,Public Eating,HIGO EXPRESS                  ,17490   COLIMA RD      ,Rowland Heights,91748
-13224146.4649735,4049687.47607148,2945,Public Eating,Hikari Sushi,5790 Lindero Canyon Road,Westlake Village,91362
-13192563.4992509,4090755.5747533,2946,Public Eating,HILARIOS TACOS,28440 Haskell Canyon Road,Santa Clarita,91390
-13175861.4894603,4047619.50852223,2947,Public Eating,Hilltop Hot Dogs LLC,3900 Lankershim Boulevard,Universal City,91608
-13202486.5729941,4088458.42091264,2948,Public Eating,Holiday Garden VC Corp,28508 Westinghouse Place,Valencia,91355
-13172005.9903335,4095450.74674303,2949,Public Eating,Home Made Restaurant Inc.,33310 Agua Dulce Canyon Road,Agua Dulce,91390
-13162971.4579889,4023445.40402663,2950,Public Eating,HONG KONG BOWL,1632 Firestone Boulevard,Los,90001
-13162971.4579889,4023445.40402663,2951,Public Eating,HONG KONG BOWL,1632 Firestone Boulevard,Los Angeles,90001
-13125403.6846092,4027221.58278373,2952,Public Eating,HONU HAWAIIAN BBQ             ,18180   COLIMA ROAD     ,Rowland Heights,91748
-13198161.949114,4085242.47647014,2953,Public Eating,Hook Burger Restaurant Group LLC,24369 Magic Mountain Parkway,Valencia,91355
-13127319.7214992,4027486.33344262,2954,Public Eating,Hot Rowland Heights LLC,17490 Colima Road,Rowland Heights,91748
-13198451.9164856,4079658.84940154,2955,Public Eating,HRG VALLEY GROUP LLC,24530 Lyons Avenue,Newhall,91321
-13124925.5893059,4027259.54357002,2956,Public Eating,Huangla Duck,18419 Colima Road,Rowland Heights,91748
-13114189.0991104,4082089.14358185,2957,Public Eating,Huttopia Paradise Springs LLC,18101 Paradise Drive,Valyermo,93563
-13123583.8557288,4027761.7243073,2958,Public Eating,I CUE CORPORATION,18888 Labin Court,Rowland Heights,91748
-13193165.8822749,4078890.1944623,2959,Public Eating,"IMA Enterprises, Inc.",23790 Newhall Avenue,Newhall,91321
-13197990.2663898,4079716.83971966,2960,Public Eating,"IMA Enterprises, Inc.",24270 Lyons Avenue,Newhall,91321
-13167797.1769179,4006153.02114222,2961,Public Eating,IN & OUT BURGER               ,730   W CARSON STREET    ,Torrance,90502
-13198090.2951656,4085440.5444385,2962,Public Eating,India Garden LLC,24341 Magic Mountain Parkway,Valencia,91355
-13128400.5205084,4027503.22914992,2963,Public Eating,Infinilush Company Ltd.,17110 Colima Road,Hacienda Heights,91745
-13168985.4924291,4009632.73993606,2964,Public Eating,Infinity Ventures 2022-1 LLC,19106 Normandie Avenue,Torrance,90502
-13203019.9445034,4040899.15554774,2965,Public Eating,INN OF THE SEVENTH RAY        ,128    TOPANGA CYN RD   ,TOPANGA                ,90290
-13203019.9445034,4040899.15554774,2966,Public Eating,INN OF THE SEVENTH RAY,128 Old Topanga Canyon Road,Topanga,90290
-13224444.7954075,4048653.93215272,2967,Public Eating,IN-N-OUT BURGERS,30780 Russell Ranch Road,Westlake Village,91362
-13199569.0462016,4083310.28498899,2968,Public Eating,Integrated Support Solutions,26455 Rockwell Canyon Road,Valencia,91355
