X,Y,OBJECTID,U_ID,Name,POI_type,open_,closed,Descrip,parking,restrooms,picnicking,information,wi_fi,litter_receptacle,pet_access,bench,overlook,agency,drinking_water,sup_dist,created_by,created_date,edited_by,edited_date,poi_phase,wheelchair_accessible,trail_name
6373268.41326203,2017847.59808316,5852,1894,End of County Maintained Trail,Trail Marker,yes,no,,no,no,no,no,,no,,no,no,LACODPR,,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Pine Ridge Trail
6373459.720243,2017376.7548099,5853,1895,End of County Maintained Trail,Trail Marker,yes,no,,no,no,no,no,,no,,no,no,LACODPR,,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Pete's Pipeline/Deer Trail
6375486.58559194,2015472.31479006,5854,1896,West Ramp Trailhead,Trailhead,yes,no,,yes,yes,no,no,,no,,no,no,LACODPR,,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Badger Pass/Fisherman's Trail
6394120.98784226,1631066.66242463,5855,1897,Parsons Landing,Picnicking,yes,no,,no,no,yes,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,existing,,Parsons Landing Rd
6407759.02478981,1623475.81109843,5856,1898,Lions Head,Picnicking,yes,no,,no,no,yes,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,existing,,Goat Whiskers Trail
6437042.18184195,1600046.12383251,5857,1899,Worth's Wine Stop,Picnicking,yes,no,,no,no,yes,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,existing,,Black Jack Campground
6441088.3040626,1601833.85099913,5858,1900,Blair Ironwood Grove,Picnicking,yes,no,,no,no,yes,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,existing,,Blair Grove Trail
6440679.19645888,1601107.44186647,5859,1901,Above Whites Landing,Picnicking,yes,no,,no,no,yes,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,existing,,Airport Rd
6415153.35149367,1610754.07826442,5860,1902,TCT LH/TH,Picnicking,yes,no,,no,no,yes,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,existing,,Trans-Catalina Trail
6447188.14892107,1591800.55657862,5861,1903,Middle Ranch Junction,Picnicking,yes,no,,no,no,yes,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,existing,,Middle Ranch Rd
6454569.62993438,1587724.21218666,5862,1904,East Summit,Picnicking,yes,no,,no,no,yes,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,existing,,Scenic Loop
6453336.31972055,1578688.29793391,5863,1905,Hermit Gulch,Picnicking,yes,no,,no,no,yes,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,existing,,Hermit Gulch Trail
6421562.3951573,1604619.86007485,5864,1906,Big Springs,Picnicking,yes,no,,no,no,yes,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,existing,,Big Springs Ridge Trail
6449675.86667949,1589736.80275594,5865,1907,Doublecross,Picnicking,yes,no,,no,no,yes,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,existing,,Trans-Catalina Trail
6448964.82540453,1576626.29072118,5866,1908,Lone Tree,Picnicking,yes,no,,no,no,yes,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,existing,,Lone Tree Spur
6451498.56914051,1588146.40564034,5867,1909,Haypress,Picnicking,yes,no,,no,no,yes,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,existing,,Airport Rd
6439902.05614418,1590806.6966859,5868,1910,Hermans Trail,Picnicking,yes,no,,no,no,yes,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,existing,,Skull Ridge Spur
6414717.200254,1592879.81085305,5869,1911,Ben Weston Beach,Picnicking,yes,no,,no,no,yes,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,existing,,Ben Weston Canyon Trail
6392563.15048654,1624546.77651823,5870,1912,Picnic Area,Picnicking,yes,no,,no,no,yes,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,existing,,Silver Peak Loop
6443816.15791846,1594926.92064765,5871,1913,Picnic Area,Picnicking,yes,no,,no,no,yes,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,existing,,Skull Ridge Trail
6433959.78134755,1606868.64840928,5872,1914,Picnic Area,Picnicking,yes,no,,no,no,yes,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,existing,,Trans-Catalina Trail
6394338.96484356,1631066.69011336,5873,1915,Restrooms,Restrooms,yes,no,,no,yes,no,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Trans-Catalina Trail
6409721.92366183,1619396.28879714,5874,1916,Restrooms,Restrooms,yes,no,,no,yes,no,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Isthmus Rd
6407754.37216498,1623278.12642327,5875,1917,Restrooms,Restrooms,yes,no,,no,yes,no,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Trans-Catalina Trail
6417997.98957257,1613525.51621108,5876,1918,Restrooms,Restrooms,yes,no,,no,yes,no,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Isthmus Rd
6417440.31570563,1598306.74772109,5877,1919,Restrooms,Restrooms,yes,no,,no,yes,no,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Shark Harbor Rd
6437737.31661716,1599249.55633685,5878,1920,Restrooms,Restrooms,yes,no,,no,yes,no,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Trans-Catalina Trail
6434996.06399944,1605186.49391625,5879,1921,Restrooms,Restrooms,yes,no,,no,yes,no,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Airport Dr
6451717.08778593,1588010.10734165,5880,1922,Restrooms,Restrooms,yes,no,,no,yes,no,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Airport Rd
6453015.0687824,1579204.78007871,5881,1923,Restrooms,Restrooms,yes,no,,no,yes,no,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Trans-Catalina Trail
6456887.65992901,1576744.71306687,5882,1924,Restrooms,Restrooms,yes,no,,no,yes,no,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Garden to Sky Hike
6458794.71222966,1578564.1931032,5883,1925,Restrooms,Restrooms,yes,no,,no,yes,no,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Avalon Canyon Rd
6463058.9106029,1583543.77967213,5884,1926,Restrooms,Restrooms,yes,no,,no,yes,no,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Pebbly Beach Rd
6417344.42152301,1599385.16847466,5885,1927,Restrooms,Restrooms,yes,no,,no,yes,no,no,,no,,no,no,CIC,,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,LH Campground Rd
6437399.41134264,1611922.12481079,5886,1928,Gibraltar Beach,Campground,yes,no,,no,no,no,no,,no,,no,no,CIC, ,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing, ,Airport Loop Trail
6438107.7449632,1611477.68052915,5887,1929,Cabrillo Beach,Campground,yes,no,,no,no,no,no,,no,,no,no,CIC, ,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing, ,Airport Loop Trail
6419700.8123075,1591435.59546074,5888,1930,Ben Weston Cyn,Trailhead,yes,no,,no,no,no,no,,no,,no,no,CIC,no,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,no,Ben Weston Canyon Trail
6414609.00245181,1592764.10704875,5889,1931,Ben Weston Beach,Picnic Area,yes,no,,no,no,yes,no,,no,,no,no,CIC, ,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing, ,Ben Weston Canyon Trail
6418143.91030852,1613491.35646211,5890,1932,West End Buffalo Corrals,Trailhead,yes,no,,yes,yes,no,no,,no,,no,no,CIC,yes,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,no,Buffalo Corral Ridge Rd
6445211.9120488,1607755.45736482,5891,1933,Italian Gardens Two,Campground,yes,no,,no,no,no,no,,no,,no,no,CIC, ,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing, ,Echo Lake Trail
6448941.07920564,1606811.01229342,5892,1934,Long Point Beach,Campground,yes,no,,no,no,no,no,,no,,no,no,CIC, ,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing, ,Echo Lake Trail
6444691.07876297,1608102.6793627,5893,1935,Italian Gardens One,Campground,yes,no,,no,no,no,no,,no,,no,no,CIC, ,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing, ,Echo Lake Trail
6446510.52355343,1607831.84611936,5894,1936,Italian Gardens Three,Campground,yes,no,,no,no,no,no,,no,,no,no,CIC, ,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing, ,Echo Lake Trail
6457114.73718614,1576486.01721599,5895,1937,Garden to Sky,Trailhead,yes,no,,no,no,no,no,,no,,no,no,CIC,no,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,no,Garden to Sky Hike
6425659.87098139,1588474.50608719,5896,1938,Middle Ranch,Trailhead,yes,no,,no,no,no,no,,no,,no,no,CIC,no,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,no,Hack Tower Loop
6453134.26776765,1578938.73002453,5897,1939,Lone Tree,Picnic Area,yes,no,,no,no,yes,no,,no,,no,no,CIC, ,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing, ,Lone Tree Spur
6462775.02988544,1583469.21104066,5898,1940,Avalon Bay - The Trailhead,Trailhead,yes,no,,yes,yes,no,no,,no,,no,no,CIC,yes,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,yes,Pebbly Beach Rd
6429920.24408023,1614061.01428255,5899,1941,Rippers Cove Three,Campground,yes,no,,no,no,no,no,,no,,no,no,CIC, ,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing, ,Quarry Haul Rd
6429336.91062207,1613852.6811178,5900,1942,Rippers Cove Two,Campground,yes,no,,no,no,no,no,,no,,no,no,CIC, ,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing, ,Quarry Haul Rd
6428934.13289686,1614019.34768017,5901,1943,Rippers Cove One,Campground,yes,no,,no,no,no,no,,no,,no,no,CIC, ,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing, ,Quarry Haul Rd
6431975.80013883,1613991.56958973,5902,1944,Paradise Cove Two,Campground,yes,no,,no,no,no,no,,no,,no,no,CIC, ,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing, ,Quarry Haul Rd
6431149.41074933,1614311.01429044,5903,1945,Paradise Cove One,Campground,yes,no,,no,no,no,no,,no,,no,no,CIC, ,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing, ,Quarry Haul Rd
6447389.26430299,1591818.03615824,5904,1946,Middle Ranch Road,Picnic Area,yes,no,,no,no,yes,no,,no,,no,no,CIC, ,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing, ,Airport Rd
6448581.72987303,1590386.36568851,5905,1947,Trailhead,Trailhead,yes,no,,no,no,no,no,,no,,no,no,CIC,no,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,no,Airport Rd
6440559.2524847,1601195.64229837,5906,1948,Ironwood Groves,Trailhead,yes,no,,yes,no,no,no,,no,,no,no,CIC,no,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,no,Airport Rd
6441204.96751038,1610130.45759625,5907,1949,Goat Harbor,Campground,yes,no,,no,no,no,no,,no,,no,no,CIC, ,,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing, ,Airport Rd
6419289.17288436,1597004.15397337,5908,1950,El Rancho Escondido,Trailhead,yes,no,,no,no,no,no,,no,,no,no,CIC,no,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,no,Eagles Nest Loop Trail
6418138.55074349,1598714.25465794,5909,1951,Shark Harbor,Trailhead,yes,no,,yes,yes,no,no,,no,,no,no,CIC,yes,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,no,Isthmus Rd
6451239.98187364,1586670.29329947,5910,1952,Haypress Recreation Area,Trailhead,yes,no,,yes,yes,no,no,,no,,no,no,CIC,yes,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,no,Patrick Reservoir Trail
6465569.07883634,1581454.56179212,5911,1953,Pebbly Beach,Trailhead,yes,no,,no,no,no,no,,no,,no,no,CIC,no,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,no,East End Loop Trail
6430811.3471627,1586126.4152509,5912,1954,Eagle Sanctuary,Trailhead,yes,no,,no,no,no,no,,no,,no,no,CIC,no,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,no,Middle Ranch Rd
6394098.99550085,1631022.8672611,5913,1955,Parsons Landing,Trailhead,yes,no,,yes,yes,no,no,,no,,no,no,CIC,yes,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,yes,Parsons Landing Rd
6454599.82578863,1587606.17596646,5914,1956,East Summit,Picnic Area,yes,no,,no,no,yes,no,,no,,no,no,CIC, ,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing, ,Scenic Loop
6411823.02009207,1619213.79344575,5915,1957,Isthmus Cove,Campground,yes,no,,no,no,no,no,,no,,no,no,CIC, ,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing, ,TH Campground Rd
6444020.07986722,1594831.34225542,5916,1958,Skull Ridge,Trailhead,yes,no,,yes,no,no,no,,no,,no,no,CIC,no,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,no,Skull Ridge Trail
6436868.43037967,1600034.18344559,5917,1959,Black Jack,Picnic Area,yes,no,,no,no,yes,no,,no,,no,no,CIC, ,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing, ,Trans-Catalina Trail
6404669.85854854,1618066.39298832,5918,1960,Two Harbors,Trailhead,yes,no,,no,no,no,no,,no,,no,no,CIC,no,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,no,Trans-Catalina Trail
6394586.90779205,1631449.90709072,5919,1961,Parsons Landing,Campground,yes,no,,no,no,no,no,,no,,no,no,CIC, ,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing, ,Trans-Catalina Trail
6395162.69823579,1631609.71025139,5920,1962,Parsons Landing,Picnic Area,yes,no,,no,no,yes,no,,no,,no,no,CIC, ,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing, ,Trans-Catalina Trail
6458095.22249005,1578292.45422112,5921,1963,Hermit Gulch,Trailhead,yes,no,,yes,no,no,no,,no,,no,no,CIC,no,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,no,Avalon Canyon Rd
6452906.3567822,1596074.89983665,5922,1964,Willow cove,Campground,yes,no,,no,no,no,no,,no,,no,no,CIC, ,,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing, ,Airport Rd
6449811.13967186,1589747.72337765,5923,1965,Tables,Picnic Area,yes,no,,no,no,yes,no,,no,,no,no,CIC, ,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing, ,Trans-Catalina Trail
6415133.87552258,1610705.32644702,5924,1966,Lower Buffalo,Picnic Area,yes,no,,no,no,yes,no,,no,,no,no,CIC, ,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing, ,Trans-Catalina Trail
6407988.22022649,1623380.54196072,5925,1967,Lion Head,Picnic Area,yes,no,,no,no,yes,no,,no,,no,no,CIC, ,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing, ,Goat Whiskers Trail
6435114.8077803,1604751.19844446,5926,1968,Soapstone Quarry,Trailhead,yes,no,,yes,no,no,no,,no,,no,no,CIC,no,District 4,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,no,Trans-Catalina Trail
6523560.23172277,1894598.852584,5927,2329,Echo Glen Dr Connector Trailhead at Maiden Ln,Trailhead,yes,no,,no,no,no,no,,no,,no,no,LACODPR,no,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,Existing,,Echo Glen Dr Connector
6445186.12047669,1867042.31509024,5928,2460,Nancy Hoover Pohl Overlook at Fryman Canyon,Scenic Viewpoint,yes,no,<p>8401 Mulholland Drive</p>,no,no,no,no,,no,,no,no,MRCA/SMMC,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,,,
6318032.77603367,1859292.78227196,5929,2461,Seminole Overlook,Scenic Viewpoint,yes,no,<p>31259 Mulholland Highway</p>,no,no,no,no,,no,,no,no,MRCA/SMMC,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,,,
6451134.72996838,1869495.78278074,5930,2462,Universal City Overlook,Scenic Viewpoint,yes,no,<p>7701 Mulholland Drive</p>,no,no,no,no,,no,,no,no,MRCA/SMMC,,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,,,
6425701.57857369,1870619.97381497,5931,2463,Stone Canyon Overlook,Scenic Viewpoint,yes,no,<p>14600 Mulholland Drive</p>,no,no,no,no,,no,,no,no,MRCA/SMMC,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,,,
6350403.29508302,1849975.14422945,5932,2464,David M. Brown Overlook,Scenic Viewpoint,yes,no,<p>25000 Piuma Road</p>,no,no,no,no,,no,,no,no,MRCA/SMMC,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,,,
6351265.39809206,1858888.85319296,5933,2465,Alisa Belinkoff Katz Las Virgenes Valley Overlook,Scenic Viewpoint,yes,no,<p>26175 Mulholland Highway</p>,no,no,no,no,,no,,no,no,NPS,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,,,
6441148.35152867,1866852.07213054,5934,2466,Barbara A. Fine Overlook at the Summit,Scenic Viewpoint,yes,no,<p>12035 Mulholland Drive</p>,no,no,no,no,,no,,no,no,MRCA/SMMC,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,,,
6430460.38785104,1870557.9708524,5935,2467,Charles and Lotte Melhorn Overlook,Scenic Viewpoint,yes,no,<p>13801 Muholland Drive</p>,no,no,no,no,,no,,no,no,MRCA/SMMC,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,,,
6457926.67499357,1864879.05573985,5936,2468,Jerome C. Daniel Overlook Above the Hollywood Bowl,Scenic Viewpoint,yes,no,"<p>The Jerome C. Daniel Overlook above the Hollywood Bowl is one of the most visited sites along scenic Mulholland Drive in the Hollywood Hills. The scenic overlook provides views of the Hollywood Bowl, the Cahuenga Pass, Downtown Los Angeles, the Santa Monica Mountains, Griffith Observatory and the Hollywood Sign. On a clear day, one can see the Pacific Ocean and Catalina Island. Interpretive panels and viewing platforms augment the vistor experience.  A small parking lot accomodates cars for a short visit.</p>",no,no,no,no,,no,,no,no,MRCA/SMMC,,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,,,
6413026.14807787,1870519.71034382,5937,2469,Groves Overlook,Scenic Viewpoint,yes,no,<p>16400 Mulholland Drive</p>,no,no,no,no,,no,,no,no,MRCA/SMMC,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,,,
6379741.46613299,1873697.7038562,5938,2470,Top of Topanga Overlook,Scenic Viewpoint,yes,no,<p>3400 North Topanga Canyon Blvd</p>,no,no,no,no,,no,,no,no,MRCA/SMMC,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,,,
6401602.95238681,1842145.54169353,5939,2471,Picnic Table,Picnic Table,yes,no,,no,no,yes,no,,no,,no,no,MRCA/SMMC,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,,,
6339015.01962019,1835591.70721093,5940,2472,Restrooms,Restrooms,yes,no,,no,yes,no,no,,no,,no,no,MRCA/SMMC,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,,,
6493915.47423809,1859299.70313227,5941,2473,Restrooms,Restrooms,yes,no,,no,yes,no,no,,no,,no,no,MRCA/SMMC,,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,,,
6374943.46130902,1844637.39606498,5942,2474,Parking,Parking,yes,no,,yes,no,no,no,,no,,no,no,MRCA/SMMC,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,,,
6325293.64851687,1832788.58858099,5943,2475,Parking,Parking,yes,no,,yes,no,no,no,,no,,no,no,MRCA/SMMC,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,,,
6486885.1891893,1861403.66632481,5944,2476,Picnic Table,Picnic Table,yes,no,,no,no,yes,no,,no,,no,no,MRCA/SMMC,,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,,,
6350954.08789063,1848664.67285104,5945,2477,Picnic Table,Picnic Table,yes,no,,no,no,yes,no,,no,,no,no,MRCA/SMMC,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,,,
6341127.23248561,1873037.83805269,5946,2478,Parking,Parking,yes,no,,yes,no,no,no,,no,,no,no,MRCA/SMMC,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,,,
6486710.53882211,1861477.44336696,5947,2479,Restrooms,Restrooms,yes,no,,no,yes,no,no,,no,,no,no,MRCA/SMMC,,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,,,
6486668.10451963,1861454.05763486,5948,2480,Parking,Parking,yes,no,,yes,no,no,no,,no,,no,no,MRCA/SMMC,,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,,,
6378444.99385837,1935051.99146698,5949,2481,Parking,Parking,yes,no,,yes,no,no,no,,no,,no,no,MRCA/SMMC,,District 5,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,,,
6486705.41561215,1861329.71619496,5950,2482,Picnic Table,Picnic Table,yes,no,,no,no,yes,no,,no,,no,no,MRCA/SMMC,,District 1,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,,,
6340677.8847608,1880130.71299491,5951,2483,Restrooms,Restrooms,yes,no,,no,yes,no,no,,no,,no,no,MRCA/SMMC,,District 3,DPR_Admin,2022/01/11 17:59:27.987+00,DPR_Admin,2022/01/11 17:59:27.987+00,,,
